fund_name,year,month,average_nav
SBI Bluechip Fund - Direct Plan - Growth,2023,12,98.8259
SBI Bluechip Fund - Direct Plan - Growth,2024,1,101.8242
SBI Bluechip Fund - Direct Plan - Growth,2024,2,106.2613
SBI Bluechip Fund - Direct Plan - Growth,2024,3,110.7567
SBI Bluechip Fund - Direct Plan - Growth,2024,4,113.5409
SBI Bluechip Fund - Direct Plan - Growth,2024,5,120.4953
SBI Bluechip Fund - Direct Plan - Growth,2024,6,116.1406
SBI Bluechip Fund - Direct Plan - Growth,2024,7,113.1639
SBI Bluechip Fund - Direct Plan - Growth,2024,8,111.1323
SBI Bluechip Fund - Direct Plan - Growth,2024,9,112.7783
SBI Bluechip Fund - Direct Plan - Growth,2024,10,115.354
SBI Bluechip Fund - Direct Plan - Growth,2024,11,116.5676
SBI Bluechip Fund - Direct Plan - Growth,2024,12,117.1077
SBI Bluechip Fund - Direct Plan - Growth,2025,1,119.3895
SBI Bluechip Fund - Direct Plan - Growth,2025,2,124.456
SBI Bluechip Fund - Direct Plan - Growth,2025,3,128.2421
SBI Bluechip Fund - Direct Plan - Growth,2025,4,129.3535
SBI Bluechip Fund - Direct Plan - Growth,2025,5,125.7056
SBI Bluechip Fund - Direct Plan - Growth,2025,6,126.5223
SBI Bluechip Fund - Direct Plan - Growth,2025,7,128.2721
SBI Bluechip Fund - Direct Plan - Growth,2025,8,126.3338
SBI Bluechip Fund - Direct Plan - Growth,2025,9,125.8678
SBI Bluechip Fund - Direct Plan - Growth,2025,10,129.0592
SBI Bluechip Fund - Direct Plan - Growth,2025,11,128.1932
SBI Bluechip Fund - Direct Plan - Growth,2025,12,130.7793
SBI Bluechip Fund - Direct Plan - Growth,2026,1,132.5395
SBI Bluechip Fund - Direct Plan - Growth,2026,2,135.6587
SBI Bluechip Fund - Direct Plan - Growth,2026,3,136.6834
SBI Bluechip Fund - Direct Plan - Growth,2026,4,135.5403
SBI Bluechip Fund - Direct Plan - Growth,2026,5,134.7335
SBI Bluechip Fund - Regular Plan - Growth,2022,1,55.0884
SBI Bluechip Fund - Regular Plan - Growth,2022,2,52.4818
SBI Bluechip Fund - Regular Plan - Growth,2022,3,50.8359
SBI Bluechip Fund - Regular Plan - Growth,2022,4,52.0363
SBI Bluechip Fund - Regular Plan - Growth,2022,5,51.8883
SBI Bluechip Fund - Regular Plan - Growth,2022,6,52.6814
SBI Bluechip Fund - Regular Plan - Growth,2022,7,52.6937
SBI Bluechip Fund - Regular Plan - Growth,2022,8,53.7734
SBI Bluechip Fund - Regular Plan - Growth,2022,9,56.5458
SBI Bluechip Fund - Regular Plan - Growth,2022,10,57.8837
SBI Bluechip Fund - Regular Plan - Growth,2022,11,60.8502
SBI Bluechip Fund - Regular Plan - Growth,2022,12,61.3497
SBI Bluechip Fund - Regular Plan - Growth,2023,1,60.2697
SBI Bluechip Fund - Regular Plan - Growth,2023,2,61.1346
SBI Bluechip Fund - Regular Plan - Growth,2023,3,64.589
SBI Bluechip Fund - Regular Plan - Growth,2023,4,67.359
SBI Bluechip Fund - Regular Plan - Growth,2023,5,66.2099
SBI Bluechip Fund - Regular Plan - Growth,2023,6,69.6245
SBI Bluechip Fund - Regular Plan - Growth,2023,7,70.8259
SBI Bluechip Fund - Regular Plan - Growth,2023,8,73.7556
SBI Bluechip Fund - Regular Plan - Growth,2023,9,74.0329
SBI Bluechip Fund - Regular Plan - Growth,2023,10,71.2114
SBI Bluechip Fund - Regular Plan - Growth,2023,11,72.889
SBI Bluechip Fund - Regular Plan - Growth,2023,12,72.1944
SBI Bluechip Fund - Regular Plan - Growth,2024,1,68.342
SBI Bluechip Fund - Regular Plan - Growth,2024,2,66.8681
SBI Bluechip Fund - Regular Plan - Growth,2024,3,67.3711
SBI Bluechip Fund - Regular Plan - Growth,2024,4,69.2138
SBI Bluechip Fund - Regular Plan - Growth,2024,5,72.8798
SBI Bluechip Fund - Regular Plan - Growth,2024,6,73.6522
SBI Bluechip Fund - Regular Plan - Growth,2024,7,73.6517
SBI Bluechip Fund - Regular Plan - Growth,2024,8,72.6288
SBI Bluechip Fund - Regular Plan - Growth,2024,9,73.0433
SBI Bluechip Fund - Regular Plan - Growth,2024,10,72.5913
SBI Bluechip Fund - Regular Plan - Growth,2024,11,71.3889
SBI Bluechip Fund - Regular Plan - Growth,2024,12,74.3899
SBI Bluechip Fund - Regular Plan - Growth,2025,1,77.0333
SBI Bluechip Fund - Regular Plan - Growth,2025,2,78.7644
SBI Bluechip Fund - Regular Plan - Growth,2025,3,81.9696
SBI Bluechip Fund - Regular Plan - Growth,2025,4,84.1216
SBI Bluechip Fund - Regular Plan - Growth,2025,5,88.9376
SBI Bluechip Fund - Regular Plan - Growth,2025,6,99.5813
SBI Bluechip Fund - Regular Plan - Growth,2025,7,106.164
SBI Bluechip Fund - Regular Plan - Growth,2025,8,104.9913
SBI Bluechip Fund - Regular Plan - Growth,2025,9,110.5374
SBI Bluechip Fund - Regular Plan - Growth,2025,10,107.119
SBI Bluechip Fund - Regular Plan - Growth,2025,11,113.712
SBI Bluechip Fund - Regular Plan - Growth,2025,12,121.1552
SBI Bluechip Fund - Regular Plan - Growth,2026,1,126.8675
SBI Bluechip Fund - Regular Plan - Growth,2026,2,124.6292
SBI Bluechip Fund - Regular Plan - Growth,2026,3,129.9909
SBI Bluechip Fund - Regular Plan - Growth,2026,4,137.7345
SBI Bluechip Fund - Regular Plan - Growth,2026,5,148.4039
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,1,42.4273
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,2,42.4498
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,3,42.2507
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,4,42.6594
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,5,42.79
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,6,43.6171
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,7,43.954
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,8,44.1795
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,9,43.9798
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,10,43.3302
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,11,43.3805
SBI Magnum Gilt Fund - Regular Plan - Growth,2022,12,43.5758
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,1,43.9472
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,2,44.1953
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,3,44.1206
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,4,45.0175
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,5,45.6449
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,6,45.7431
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,7,46.2678
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,8,46.6171
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,9,47.6127
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,10,47.7936
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,11,48.295
SBI Magnum Gilt Fund - Regular Plan - Growth,2023,12,48.5659
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,1,48.716
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,2,49.3904
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,3,49.3996
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,4,49.2358
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,5,49.8184
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,6,50.8396
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,7,50.7715
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,8,51.4338
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,9,52.2342
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,10,52.1138
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,11,51.691
SBI Magnum Gilt Fund - Regular Plan - Growth,2024,12,51.2513
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,1,51.0958
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,2,50.715
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,3,50.4453
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,4,50.5552
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,5,51.1194
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,6,51.4791
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,7,51.3332
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,8,52.1906
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,9,52.7948
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,10,52.982
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,11,53.4799
SBI Magnum Gilt Fund - Regular Plan - Growth,2025,12,53.7477
SBI Magnum Gilt Fund - Regular Plan - Growth,2026,1,54.351
SBI Magnum Gilt Fund - Regular Plan - Growth,2026,2,54.7731
SBI Magnum Gilt Fund - Regular Plan - Growth,2026,3,54.6141
SBI Magnum Gilt Fund - Regular Plan - Growth,2026,4,54.7162
SBI Magnum Gilt Fund - Regular Plan - Growth,2026,5,54.4627
SBI Small Cap Fund - Direct Plan - Growth,2022,1,95.8672
SBI Small Cap Fund - Direct Plan - Growth,2022,2,92.4115
SBI Small Cap Fund - Direct Plan - Growth,2022,3,92.0169
SBI Small Cap Fund - Direct Plan - Growth,2022,4,91.2652
SBI Small Cap Fund - Direct Plan - Growth,2022,5,100.4643
SBI Small Cap Fund - Direct Plan - Growth,2022,6,103.7861
SBI Small Cap Fund - Direct Plan - Growth,2022,7,110.0114
SBI Small Cap Fund - Direct Plan - Growth,2022,8,117.2919
SBI Small Cap Fund - Direct Plan - Growth,2022,9,116.5056
SBI Small Cap Fund - Direct Plan - Growth,2022,10,115.6966
SBI Small Cap Fund - Direct Plan - Growth,2022,11,124.8288
SBI Small Cap Fund - Direct Plan - Growth,2022,12,146.1583
SBI Small Cap Fund - Direct Plan - Growth,2023,1,155.0387
SBI Small Cap Fund - Direct Plan - Growth,2023,2,145.9802
SBI Small Cap Fund - Direct Plan - Growth,2023,3,143.6248
SBI Small Cap Fund - Direct Plan - Growth,2023,4,129.9857
SBI Small Cap Fund - Direct Plan - Growth,2023,5,118.1978
SBI Small Cap Fund - Direct Plan - Growth,2023,6,107.8864
SBI Small Cap Fund - Direct Plan - Growth,2023,7,107.566
SBI Small Cap Fund - Direct Plan - Growth,2023,8,102.962
SBI Small Cap Fund - Direct Plan - Growth,2023,9,99.2556
SBI Small Cap Fund - Direct Plan - Growth,2023,10,103.84
SBI Small Cap Fund - Direct Plan - Growth,2023,11,109.6888
SBI Small Cap Fund - Direct Plan - Growth,2023,12,113.9386
SBI Small Cap Fund - Direct Plan - Growth,2024,1,127.2195
SBI Small Cap Fund - Direct Plan - Growth,2024,2,119.2911
SBI Small Cap Fund - Direct Plan - Growth,2024,3,110.4719
SBI Small Cap Fund - Direct Plan - Growth,2024,4,108.8131
SBI Small Cap Fund - Direct Plan - Growth,2024,5,115.1552
SBI Small Cap Fund - Direct Plan - Growth,2024,6,113.1196
SBI Small Cap Fund - Direct Plan - Growth,2024,7,118.0475
SBI Small Cap Fund - Direct Plan - Growth,2024,8,123.3783
SBI Small Cap Fund - Direct Plan - Growth,2024,9,126.9948
SBI Small Cap Fund - Direct Plan - Growth,2024,10,123.5735
SBI Small Cap Fund - Direct Plan - Growth,2024,11,115.3163
SBI Small Cap Fund - Direct Plan - Growth,2024,12,101.098
SBI Small Cap Fund - Direct Plan - Growth,2025,1,103.4334
SBI Small Cap Fund - Direct Plan - Growth,2025,2,108.6474
SBI Small Cap Fund - Direct Plan - Growth,2025,3,102.9046
SBI Small Cap Fund - Direct Plan - Growth,2025,4,94.7557
SBI Small Cap Fund - Direct Plan - Growth,2025,5,94.5344
SBI Small Cap Fund - Direct Plan - Growth,2025,6,93.0972
SBI Small Cap Fund - Direct Plan - Growth,2025,7,92.8219
SBI Small Cap Fund - Direct Plan - Growth,2025,8,91.0077
SBI Small Cap Fund - Direct Plan - Growth,2025,9,90.8625
SBI Small Cap Fund - Direct Plan - Growth,2025,10,81.761
SBI Small Cap Fund - Direct Plan - Growth,2025,11,83.9035
SBI Small Cap Fund - Direct Plan - Growth,2025,12,93.2021
SBI Small Cap Fund - Direct Plan - Growth,2026,1,89.433
SBI Small Cap Fund - Direct Plan - Growth,2026,2,89.9744
SBI Small Cap Fund - Direct Plan - Growth,2026,3,95.3664
SBI Small Cap Fund - Direct Plan - Growth,2026,4,98.4522
SBI Small Cap Fund - Direct Plan - Growth,2026,5,101.9096
SBI Small Cap Fund - Regular Plan - Growth,2022,1,98.7249
SBI Small Cap Fund - Regular Plan - Growth,2022,2,109.4268
SBI Small Cap Fund - Regular Plan - Growth,2022,3,111.2646
SBI Small Cap Fund - Regular Plan - Growth,2022,4,106.9973
SBI Small Cap Fund - Regular Plan - Growth,2022,5,98.3539
SBI Small Cap Fund - Regular Plan - Growth,2022,6,100.6764
SBI Small Cap Fund - Regular Plan - Growth,2022,7,104.8074
SBI Small Cap Fund - Regular Plan - Growth,2022,8,106.3859
SBI Small Cap Fund - Regular Plan - Growth,2022,9,116.6091
SBI Small Cap Fund - Regular Plan - Growth,2022,10,120.3334
SBI Small Cap Fund - Regular Plan - Growth,2022,11,127.2284
SBI Small Cap Fund - Regular Plan - Growth,2022,12,130.4056
SBI Small Cap Fund - Regular Plan - Growth,2023,1,128.3671
SBI Small Cap Fund - Regular Plan - Growth,2023,2,138.8319
SBI Small Cap Fund - Regular Plan - Growth,2023,3,132.3334
SBI Small Cap Fund - Regular Plan - Growth,2023,4,151.3079
SBI Small Cap Fund - Regular Plan - Growth,2023,5,154.076
SBI Small Cap Fund - Regular Plan - Growth,2023,6,149.232
SBI Small Cap Fund - Regular Plan - Growth,2023,7,160.2849
SBI Small Cap Fund - Regular Plan - Growth,2023,8,184.9154
SBI Small Cap Fund - Regular Plan - Growth,2023,9,212.8924
SBI Small Cap Fund - Regular Plan - Growth,2023,10,215.8676
SBI Small Cap Fund - Regular Plan - Growth,2023,11,198.2851
SBI Small Cap Fund - Regular Plan - Growth,2023,12,191.9643
SBI Small Cap Fund - Regular Plan - Growth,2024,1,205.9576
SBI Small Cap Fund - Regular Plan - Growth,2024,2,210.4326
SBI Small Cap Fund - Regular Plan - Growth,2024,3,199.9932
SBI Small Cap Fund - Regular Plan - Growth,2024,4,181.8964
SBI Small Cap Fund - Regular Plan - Growth,2024,5,192.8938
SBI Small Cap Fund - Regular Plan - Growth,2024,6,211.7562
SBI Small Cap Fund - Regular Plan - Growth,2024,7,209.826
SBI Small Cap Fund - Regular Plan - Growth,2024,8,214.5937
SBI Small Cap Fund - Regular Plan - Growth,2024,9,214.9667
SBI Small Cap Fund - Regular Plan - Growth,2024,10,195.1034
SBI Small Cap Fund - Regular Plan - Growth,2024,11,186.5982
SBI Small Cap Fund - Regular Plan - Growth,2024,12,189.2127
SBI Small Cap Fund - Regular Plan - Growth,2025,1,199.2239
SBI Small Cap Fund - Regular Plan - Growth,2025,2,203.6918
SBI Small Cap Fund - Regular Plan - Growth,2025,3,204.0632
SBI Small Cap Fund - Regular Plan - Growth,2025,4,185.9621
SBI Small Cap Fund - Regular Plan - Growth,2025,5,167.1197
SBI Small Cap Fund - Regular Plan - Growth,2025,6,173.1753
SBI Small Cap Fund - Regular Plan - Growth,2025,7,188.7605
SBI Small Cap Fund - Regular Plan - Growth,2025,8,196.976
SBI Small Cap Fund - Regular Plan - Growth,2025,9,215.6403
SBI Small Cap Fund - Regular Plan - Growth,2025,10,224.5374
SBI Small Cap Fund - Regular Plan - Growth,2025,11,230.9481
SBI Small Cap Fund - Regular Plan - Growth,2025,12,248.7345
SBI Small Cap Fund - Regular Plan - Growth,2026,1,260.8575
SBI Small Cap Fund - Regular Plan - Growth,2026,2,244.388
SBI Small Cap Fund - Regular Plan - Growth,2026,3,263.0337
SBI Small Cap Fund - Regular Plan - Growth,2026,4,278.0965
SBI Small Cap Fund - Regular Plan - Growth,2026,5,310.1831
UTI Flexi Cap Fund - Regular - Growth,2022,1,183.2877
UTI Flexi Cap Fund - Regular - Growth,2022,2,176.8581
UTI Flexi Cap Fund - Regular - Growth,2022,3,174.733
UTI Flexi Cap Fund - Regular - Growth,2022,4,171.0344
UTI Flexi Cap Fund - Regular - Growth,2022,5,170.2868
UTI Flexi Cap Fund - Regular - Growth,2022,6,157.8872
UTI Flexi Cap Fund - Regular - Growth,2022,7,159.2107
UTI Flexi Cap Fund - Regular - Growth,2022,8,155.3207
UTI Flexi Cap Fund - Regular - Growth,2022,9,156.6924
UTI Flexi Cap Fund - Regular - Growth,2022,10,165.1929
UTI Flexi Cap Fund - Regular - Growth,2022,11,173.2018
UTI Flexi Cap Fund - Regular - Growth,2022,12,175.9201
UTI Flexi Cap Fund - Regular - Growth,2023,1,171.3094
UTI Flexi Cap Fund - Regular - Growth,2023,2,176.9976
UTI Flexi Cap Fund - Regular - Growth,2023,3,191.083
UTI Flexi Cap Fund - Regular - Growth,2023,4,196.6409
UTI Flexi Cap Fund - Regular - Growth,2023,5,194.7522
UTI Flexi Cap Fund - Regular - Growth,2023,6,191.2048
UTI Flexi Cap Fund - Regular - Growth,2023,7,187.7618
UTI Flexi Cap Fund - Regular - Growth,2023,8,189.1068
UTI Flexi Cap Fund - Regular - Growth,2023,9,179.3102
UTI Flexi Cap Fund - Regular - Growth,2023,10,182.3278
UTI Flexi Cap Fund - Regular - Growth,2023,11,180.9977
UTI Flexi Cap Fund - Regular - Growth,2023,12,184.0989
UTI Flexi Cap Fund - Regular - Growth,2024,1,194.6305
UTI Flexi Cap Fund - Regular - Growth,2024,2,213.4289
UTI Flexi Cap Fund - Regular - Growth,2024,3,228.2189
UTI Flexi Cap Fund - Regular - Growth,2024,4,222.5713
UTI Flexi Cap Fund - Regular - Growth,2024,5,236.1161
UTI Flexi Cap Fund - Regular - Growth,2024,6,238.0435
UTI Flexi Cap Fund - Regular - Growth,2024,7,246.0552
UTI Flexi Cap Fund - Regular - Growth,2024,8,232.2169
UTI Flexi Cap Fund - Regular - Growth,2024,9,257.2304
UTI Flexi Cap Fund - Regular - Growth,2024,10,254.3716
UTI Flexi Cap Fund - Regular - Growth,2024,11,264.6618
UTI Flexi Cap Fund - Regular - Growth,2024,12,267.4887
UTI Flexi Cap Fund - Regular - Growth,2025,1,288.8198
UTI Flexi Cap Fund - Regular - Growth,2025,2,295.5491
UTI Flexi Cap Fund - Regular - Growth,2025,3,307.3751
UTI Flexi Cap Fund - Regular - Growth,2025,4,311.5626
UTI Flexi Cap Fund - Regular - Growth,2025,5,329.8352
UTI Flexi Cap Fund - Regular - Growth,2025,6,344.2021
UTI Flexi Cap Fund - Regular - Growth,2025,7,358.2888
UTI Flexi Cap Fund - Regular - Growth,2025,8,390.2625
UTI Flexi Cap Fund - Regular - Growth,2025,9,409.572
UTI Flexi Cap Fund - Regular - Growth,2025,10,400.8557
UTI Flexi Cap Fund - Regular - Growth,2025,11,399.7479
UTI Flexi Cap Fund - Regular - Growth,2025,12,392.5102
UTI Flexi Cap Fund - Regular - Growth,2026,1,391.5158
UTI Flexi Cap Fund - Regular - Growth,2026,2,393.4205
UTI Flexi Cap Fund - Regular - Growth,2026,3,372.8821
UTI Flexi Cap Fund - Regular - Growth,2026,4,375.8908
UTI Flexi Cap Fund - Regular - Growth,2026,5,366.5424
UTI Mid Cap Fund - Regular - Growth,2022,1,122.6575
UTI Mid Cap Fund - Regular - Growth,2022,2,128.642
UTI Mid Cap Fund - Regular - Growth,2022,3,132.3212
UTI Mid Cap Fund - Regular - Growth,2022,4,128.4462
UTI Mid Cap Fund - Regular - Growth,2022,5,127.4386
UTI Mid Cap Fund - Regular - Growth,2022,6,130.1105
UTI Mid Cap Fund - Regular - Growth,2022,7,130.371
UTI Mid Cap Fund - Regular - Growth,2022,8,122.8558
UTI Mid Cap Fund - Regular - Growth,2022,9,122.2384
UTI Mid Cap Fund - Regular - Growth,2022,10,123.2608
UTI Mid Cap Fund - Regular - Growth,2022,11,122.4045
UTI Mid Cap Fund - Regular - Growth,2022,12,117.393
UTI Mid Cap Fund - Regular - Growth,2023,1,119.9509
UTI Mid Cap Fund - Regular - Growth,2023,2,127.7916
UTI Mid Cap Fund - Regular - Growth,2023,3,125.109
UTI Mid Cap Fund - Regular - Growth,2023,4,127.4881
UTI Mid Cap Fund - Regular - Growth,2023,5,124.606
UTI Mid Cap Fund - Regular - Growth,2023,6,128.2899
UTI Mid Cap Fund - Regular - Growth,2023,7,129.0161
UTI Mid Cap Fund - Regular - Growth,2023,8,132.4284
UTI Mid Cap Fund - Regular - Growth,2023,9,131.2082
UTI Mid Cap Fund - Regular - Growth,2023,10,126.3864
UTI Mid Cap Fund - Regular - Growth,2023,11,121.2722
UTI Mid Cap Fund - Regular - Growth,2023,12,127.3024
UTI Mid Cap Fund - Regular - Growth,2024,1,131.0892
UTI Mid Cap Fund - Regular - Growth,2024,2,134.1454
UTI Mid Cap Fund - Regular - Growth,2024,3,145.6971
UTI Mid Cap Fund - Regular - Growth,2024,4,144.7906
UTI Mid Cap Fund - Regular - Growth,2024,5,141.2634
UTI Mid Cap Fund - Regular - Growth,2024,6,142.2037
UTI Mid Cap Fund - Regular - Growth,2024,7,145.1206
UTI Mid Cap Fund - Regular - Growth,2024,8,149.5363
UTI Mid Cap Fund - Regular - Growth,2024,9,161.1352
UTI Mid Cap Fund - Regular - Growth,2024,10,155.1245
UTI Mid Cap Fund - Regular - Growth,2024,11,157.5242
UTI Mid Cap Fund - Regular - Growth,2024,12,159.8479
UTI Mid Cap Fund - Regular - Growth,2025,1,164.3077
UTI Mid Cap Fund - Regular - Growth,2025,2,156.7286
UTI Mid Cap Fund - Regular - Growth,2025,3,150.1892
UTI Mid Cap Fund - Regular - Growth,2025,4,157.6699
UTI Mid Cap Fund - Regular - Growth,2025,5,154.0088
UTI Mid Cap Fund - Regular - Growth,2025,6,149.1196
UTI Mid Cap Fund - Regular - Growth,2025,7,157.2858
UTI Mid Cap Fund - Regular - Growth,2025,8,148.5028
UTI Mid Cap Fund - Regular - Growth,2025,9,149.6565
UTI Mid Cap Fund - Regular - Growth,2025,10,143.2966
UTI Mid Cap Fund - Regular - Growth,2025,11,126.3694
UTI Mid Cap Fund - Regular - Growth,2025,12,135.659
UTI Mid Cap Fund - Regular - Growth,2026,1,142.3296
UTI Mid Cap Fund - Regular - Growth,2026,2,137.8338
UTI Mid Cap Fund - Regular - Growth,2026,3,142.2243
UTI Mid Cap Fund - Regular - Growth,2026,4,127.2766
UTI Mid Cap Fund - Regular - Growth,2026,5,125.4308
UTI Nifty 50 Index Fund - Regular - Growth,2022,1,91.1532
UTI Nifty 50 Index Fund - Regular - Growth,2022,2,92.2043
UTI Nifty 50 Index Fund - Regular - Growth,2022,3,85.7337
UTI Nifty 50 Index Fund - Regular - Growth,2022,4,88.5306
UTI Nifty 50 Index Fund - Regular - Growth,2022,5,92.8828
UTI Nifty 50 Index Fund - Regular - Growth,2022,6,92.5778
UTI Nifty 50 Index Fund - Regular - Growth,2022,7,91.4859
UTI Nifty 50 Index Fund - Regular - Growth,2022,8,93.7786
UTI Nifty 50 Index Fund - Regular - Growth,2022,9,94.8104
UTI Nifty 50 Index Fund - Regular - Growth,2022,10,95.0373
UTI Nifty 50 Index Fund - Regular - Growth,2022,11,103.8631
UTI Nifty 50 Index Fund - Regular - Growth,2022,12,102.0367
UTI Nifty 50 Index Fund - Regular - Growth,2023,1,101.5843
UTI Nifty 50 Index Fund - Regular - Growth,2023,2,102.1659
UTI Nifty 50 Index Fund - Regular - Growth,2023,3,104.0371
UTI Nifty 50 Index Fund - Regular - Growth,2023,4,105.3656
UTI Nifty 50 Index Fund - Regular - Growth,2023,5,106.8695
UTI Nifty 50 Index Fund - Regular - Growth,2023,6,112.095
UTI Nifty 50 Index Fund - Regular - Growth,2023,7,113.5247
UTI Nifty 50 Index Fund - Regular - Growth,2023,8,113.7903
UTI Nifty 50 Index Fund - Regular - Growth,2023,9,117.9405
UTI Nifty 50 Index Fund - Regular - Growth,2023,10,120.8903
UTI Nifty 50 Index Fund - Regular - Growth,2023,11,124.488
UTI Nifty 50 Index Fund - Regular - Growth,2023,12,129.0667
UTI Nifty 50 Index Fund - Regular - Growth,2024,1,130.1599
UTI Nifty 50 Index Fund - Regular - Growth,2024,2,130.4431
UTI Nifty 50 Index Fund - Regular - Growth,2024,3,130.5593
UTI Nifty 50 Index Fund - Regular - Growth,2024,4,127.9558
UTI Nifty 50 Index Fund - Regular - Growth,2024,5,128.9203
UTI Nifty 50 Index Fund - Regular - Growth,2024,6,127.4797
UTI Nifty 50 Index Fund - Regular - Growth,2024,7,124.6709
UTI Nifty 50 Index Fund - Regular - Growth,2024,8,125.3815
UTI Nifty 50 Index Fund - Regular - Growth,2024,9,127.0389
UTI Nifty 50 Index Fund - Regular - Growth,2024,10,132.3141
UTI Nifty 50 Index Fund - Regular - Growth,2024,11,129.5195
UTI Nifty 50 Index Fund - Regular - Growth,2024,12,130.4311
UTI Nifty 50 Index Fund - Regular - Growth,2025,1,141.2139
UTI Nifty 50 Index Fund - Regular - Growth,2025,2,141.5923
UTI Nifty 50 Index Fund - Regular - Growth,2025,3,146.3637
UTI Nifty 50 Index Fund - Regular - Growth,2025,4,153.974
UTI Nifty 50 Index Fund - Regular - Growth,2025,5,155.5519
UTI Nifty 50 Index Fund - Regular - Growth,2025,6,159.0218
UTI Nifty 50 Index Fund - Regular - Growth,2025,7,159.247
UTI Nifty 50 Index Fund - Regular - Growth,2025,8,158.0943
UTI Nifty 50 Index Fund - Regular - Growth,2025,9,164.7569
UTI Nifty 50 Index Fund - Regular - Growth,2025,10,163.5283
UTI Nifty 50 Index Fund - Regular - Growth,2025,11,169.5323
UTI Nifty 50 Index Fund - Regular - Growth,2025,12,173.5582
UTI Nifty 50 Index Fund - Regular - Growth,2026,1,177.5731
UTI Nifty 50 Index Fund - Regular - Growth,2026,2,181.2175
UTI Nifty 50 Index Fund - Regular - Growth,2026,3,180.5722
UTI Nifty 50 Index Fund - Regular - Growth,2026,4,179.8859
UTI Nifty 50 Index Fund - Regular - Growth,2026,5,184.5057
